barcode,manifest_sno,freezer_no,normalized_barcode
ET-OR-SWS-BE-TBH-16,1137.0,,et-or-sws-be-tbh-16
ET-OR-SWS-BE-TBH-18,1138.0,,et-or-sws-be-tbh-18
ET-OR-SWS-BE-TBH-12,1139.0,,et-or-sws-be-tbh-12
ET-OR-SWS-BE-TBH-24,1140.0,,et-or-sws-be-tbh-24
ET-OR-SWS-BE-TBH-16,1141.0,,et-or-sws-be-tbh-16
ET-OR-SWS-BE-TBH-23,1142.0,,et-or-sws-be-tbh-23
ET-OR-SWS-BE-TBH-19,1143.0,,et-or-sws-be-tbh-19
ET-OR-SWS-BE-TBH-25,1144.0,,et-or-sws-be-tbh-25
ET-OR-SWS-BE-TBH-20,1145.0,,et-or-sws-be-tbh-20
ET-OR-SWS-BE-TBH-12,1146.0,,et-or-sws-be-tbh-12
ET-OR-SWS-BE-TBH-20,1147.0,,et-or-sws-be-tbh-20
ET-OR-SWS-BE-TBH-60,1148.0,,et-or-sws-be-tbh-60
ET-OR-SWS-BE-TBH-22,1149.0,,et-or-sws-be-tbh-22
ET-OR-SWS-BE-TBH-6,1150.0,,et-or-sws-be-tbh-6
ET-OR-SWS-BE-TBH-22,1151.0,,et-or-sws-be-tbh-22
ET-OR-SWS-BE-TBH-17,1152.0,,et-or-sws-be-tbh-17
ET-SN-SI-YE-YH-39,1153.0,,et-sn-si-ye-yh-39
ET-SN-SI-YE-YH-30,1154.0,,et-sn-si-ye-yh-30
ET-SN-SI-YE-YH-36,1155.0,,et-sn-si-ye-yh-36
ET-SN-SI-YE-YH-36,1156.0,,et-sn-si-ye-yh-36
ET-SN-SI-YE-YH-17,1157.0,,et-sn-si-ye-yh-17
ET-AA-KK-KE-HC-2,1158.0,,et-aa-kk-ke-hc-2
ET-AA-KK-MK-HC-2,1159.0,,et-aa-kk-mk-hc-2
ET-AM-NS-SR-SRHC-11,1160.0,,et-am-ns-sr-srhc-11
ET-SN-SI-YE-YH-83,1161.0,,et-sn-si-ye-yh-83
ET-SN-SI-YE-YH-40,1162.0,,et-sn-si-ye-yh-40
ET-SN-SI-YE-YH-43,1163.0,,et-sn-si-ye-yh-43
ET-SN-SI-YE-YH-21,1164.0,,et-sn-si-ye-yh-21
ET-SN-SI-YE-YH-16,1165.0,,et-sn-si-ye-yh-16
ET-AA-KK-KE-HC-4,1166.0,,et-aa-kk-ke-hc-4
ET-AA-KK-KE-HC-4,1167.0,,et-aa-kk-ke-hc-4
ET-SN-SI-YE-YH-19,1168.0,,et-sn-si-ye-yh-19
ET-SN-SI-YE-YH-41,1169.0,,et-sn-si-ye-yh-41
ET-SN-SI-YE-YH-31,1170.0,,et-sn-si-ye-yh-31
ET-SN-SI-YE-YH-45,1171.0,,et-sn-si-ye-yh-45
ET-SN-SI-YE-YH-84,1172.0,,et-sn-si-ye-yh-84
ET-AA-KK-W3-HC-3,1173.0,,et-aa-kk-w3-hc-3
ET-AA-KK-KE-HC-2,1174.0,,et-aa-kk-ke-hc-2
ET-AA-KK-MK-HC-2,1175.0,,et-aa-kk-mk-hc-2
ET-SN-SI-YE-YH-104,1176.0,,et-sn-si-ye-yh-104
ET-SN-SI-YE-YH-27,1177.0,,et-sn-si-ye-yh-27
ET-SN-SI-YE-YH-45,1178.0,,et-sn-si-ye-yh-45
ET-SN-SI-YE-YH-46,1179.0,,et-sn-si-ye-yh-46
ET-SN-SI-YE-YH-29,1180.0,,et-sn-si-ye-yh-29
ET-AA-KK-W3-HC-5,1181.0,,et-aa-kk-w3-hc-5
ET-AA-KK-W3-HC-2,1182.0,,et-aa-kk-w3-hc-2
ET-AA-KK-KE-HC-1,1183.0,,et-aa-kk-ke-hc-1
ET-SN-SI-YE-YH-7,1184.0,,et-sn-si-ye-yh-7
ET-SN-SI-YE-YH-49,1185.0,,et-sn-si-ye-yh-49
ET-SN-SI-YE-YH-49,1186.0,,et-sn-si-ye-yh-49
ET-SN-SI-YE-YH-33,1187.0,,et-sn-si-ye-yh-33
ET-SN-SI-YE-YH-47,1188.0,,et-sn-si-ye-yh-47
ET-AA-KK--W3-HC-5,1189.0,,et-aa-kk--w3-hc-5
ET-AA-KK-MK-HC-1,1190.0,,et-aa-kk-mk-hc-1
ET-AA-KK-W3-HC-3,1191.0,,et-aa-kk-w3-hc-3
ET-SN-SI-YE-YH-96,1192.0,,et-sn-si-ye-yh-96
ET-SN-SI-YE-YH-34,1193.0,,et-sn-si-ye-yh-34
ET-SN-SI-YE-YH-29,1194.0,,et-sn-si-ye-yh-29
ET-SN-SI-YE-YH-38,1195.0,,et-sn-si-ye-yh-38
ET-SN-SI-YE-YH-31,1196.0,,et-sn-si-ye-yh-31
ET-AA-KK-W3-HC-1,1197.0,,et-aa-kk-w3-hc-1
ET-AA-AK-AK-HC-1,1198.0,,et-aa-ak-ak-hc-1
ET-AA-KK-W3-HC-2,1199.0,,et-aa-kk-w3-hc-2
ET-SN-SI-YE-YH-73,1200.0,,et-sn-si-ye-yh-73
ET-SN-SI-YE-YH-50,1201.0,,et-sn-si-ye-yh-50
ET-SN-SI-YE-YH-34,1202.0,,et-sn-si-ye-yh-34
ET-SN-SI-YE-YH-33,1203.0,,et-sn-si-ye-yh-33
ET-SN-SI-YE-YH-60,1204.0,,et-sn-si-ye-yh-60
ET-AA-KK-W3-HC-1,1205.0,,et-aa-kk-w3-hc-1
ET-AA-KK-W3-HC-1,1206.0,,et-aa-kk-w3-hc-1
ET-AA-KK-W3-HC-4,1207.0,,et-aa-kk-w3-hc-4
ET-SN-SI-YE-YH-72,1208.0,,et-sn-si-ye-yh-72
ET-SN-SI-YE-YH-28,1209.0,,et-sn-si-ye-yh-28
ET-SN-SI-YE-YH-37,1210.0,,et-sn-si-ye-yh-37
ET-SN-SI-YE-YH-47,1211.0,,et-sn-si-ye-yh-47
ET-SN-SI-YE-YH-50,1212.0,,et-sn-si-ye-yh-50
ET-AA-AK-AK-HC-1,1213.0,,et-aa-ak-ak-hc-1
ET-AA-KK-MK-HC-1,1214.0,,et-aa-kk-mk-hc-1
ET-AA-KK-W3-HC-4,1215.0,,et-aa-kk-w3-hc-4
ET-SN-SI-YE-YH-15,1216.0,,et-sn-si-ye-yh-15
ET-OR-GU-AT-ADH-5,1217.0,,et-or-gu-at-adh-5
ET-OR-GU-AT-ADH-8,1218.0,,et-or-gu-at-adh-8
ET-AF-ZN3-AK-A7HC-5,1219.0,,et-af-zn3-ak-a7hc-5
ET-AF-ZN3-AK-A7HC-4,1220.0,,et-af-zn3-ak-a7hc-4
ET-AF-ZN3-AK-A7HC-2,1221.0,,et-af-zn3-ak-a7hc-2
ET-AA-YE-Y12H-54,1222.0,,et-aa-ye-y12h-54
ET-AA-KK-W10-HC-1,1223.0,,et-aa-kk-w10-hc-1
ET-AA-YE-Y12H-39,1224.0,,et-aa-ye-y12h-39
ET-OR-GU-AT-ADH-4,1225.0,,et-or-gu-at-adh-4
ET-OR-GU-AT-ADH-12,1226.0,,et-or-gu-at-adh-12
ET-AM-NS-DB-DBN-3,1227.0,,et-am-ns-db-dbn-3
ET-AFZN3-AK-A7HC-1,1228.0,,et-afzn3-ak-a7hc-1
ET-AFZN3-AK-A7HC-6,1229.0,,et-afzn3-ak-a7hc-6
ET-AA-YE-Y12H-52,1230.0,,et-aa-ye-y12h-52
ET-AA-LI-W7-THHC-1,1231.0,,et-aa-li-w7-thhc-1
ET-AA-YE-Y12H-43,1232.0,,et-aa-ye-y12h-43
ET-OR-GU-AT-ADH-4,1233.0,,et-or-gu-at-adh-4
ET-OR-GU-AT-ADH-8,1234.0,,et-or-gu-at-adh-8
ET-AM-NS-DB-DBN-2,1235.0,,et-am-ns-db-dbn-2
ET-AF-Z3-AK-A7HC-4,1236.0,,et-af-z3-ak-a7hc-4
ET-AA-YE-Y12H-57,1237.0,,et-aa-ye-y12h-57
ET-AA-YE-Y12H-59,1238.0,,et-aa-ye-y12h-59
ET-AA-KK-W10-HC-1,1239.0,,et-aa-kk-w10-hc-1
ET-AA-YE-Y12H-39,1240.0,,et-aa-ye-y12h-39
ET-OR-GU-AT-ADH-2,1241.0,,et-or-gu-at-adh-2
ET-OR-GU-AT-ADH-7,1242.0,,et-or-gu-at-adh-7
ET-OR-GU-AT-ADH-18,1243.0,,et-or-gu-at-adh-18
ET-AF-Z3-AK-A7HC-7,1244.0,,et-af-z3-ak-a7hc-7
ET-AA-YE-Y12H-58,1245.0,,et-aa-ye-y12h-58
ET-AA-YE-Y12H-52,1246.0,,et-aa-ye-y12h-52
ET-AA-KK-W10-HC-2,1247.0,,et-aa-kk-w10-hc-2
ET-AA-YE-Y12H-42,1248.0,,et-aa-ye-y12h-42
ET-OR-GU-AT-ADH-2,1249.0,,et-or-gu-at-adh-2
ET-OR-GU-AT-ADH-19,1250.0,,et-or-gu-at-adh-19
ET-OR-GU-AT-ADH-13,1251.0,,et-or-gu-at-adh-13
ET-AF-Z3-AK-A7HC-5,1252.0,,et-af-z3-ak-a7hc-5
ET-AA-YE-Y12H-55,1253.0,,et-aa-ye-y12h-55
ET-AA-YE-Y12H-57,1254.0,,et-aa-ye-y12h-57
ET-AA-KK-W10-KHC-2,1255.0,,et-aa-kk-w10-khc-2
ET-AA-YE-Y12H-40,1256.0,,et-aa-ye-y12h-40
ET-OR-GU-AT-ADH-10,1257.0,,et-or-gu-at-adh-10
ET-OR-GU-AT-ADH-9,1258.0,,et-or-gu-at-adh-9
ET-AM-NS-SR-SRHC-10,1259.0,,et-am-ns-sr-srhc-10
ET-AF-Z3-AK-A7HC-6,1260.0,,et-af-z3-ak-a7hc-6
ET-AA-YE-Y12H-56,1261.0,,et-aa-ye-y12h-56
ET-AA-YE-Y12H-54,1262.0,,et-aa-ye-y12h-54
ET-AA-LI-W7-THHC-1,1263.0,,et-aa-li-w7-thhc-1
ET-AA-YE-Y12H-42,1264.0,,et-aa-ye-y12h-42
ET-OR-GU-AT-ADH-14,1265.0,,et-or-gu-at-adh-14
ET-OR-GU-AT-ADH-19,1266.0,,et-or-gu-at-adh-19
ET-AM-NS-DB-DBN-2,1267.0,,et-am-ns-db-dbn-2
ET-AF-Z3-AK-A7HC-1,1268.0,,et-af-z3-ak-a7hc-1
ET-AA-YE-Y12H-55,1269.0,,et-aa-ye-y12h-55
ET-AA-YE-Y12H-58,1270.0,,et-aa-ye-y12h-58
ET-AA-YE-Y12H-41,1271.0,,et-aa-ye-y12h-41
ET-AA-YE-Y12H-40,1272.0,,et-aa-ye-y12h-40
ET-OR-GU-AT-ADH-9,1273.0,,et-or-gu-at-adh-9
ET-OR-GU-AT-ADH-14,1274.0,,et-or-gu-at-adh-14
ET-OR-GU-AT-ADH-7,1275.0,,et-or-gu-at-adh-7
ET-AF-Z3-AK-A7HC-7,1276.0,,et-af-z3-ak-a7hc-7
ET-AA-YE-Y12H-59,1277.0,,et-aa-ye-y12h-59
ET-AA-YE-Y12H-56,1278.0,,et-aa-ye-y12h-56
ET-AA-YE-Y12H-41,1279.0,,et-aa-ye-y12h-41
ET-AA-YE-Y12H-43,1280.0,,et-aa-ye-y12h-43
ET-GA-AN-GA-GH-67,1281.0,,et-ga-an-ga-gh-67
ET-GA-AN-GA-GH-60,1282.0,,et-ga-an-ga-gh-60
ET-GA-AN-GA-GH-75,1283.0,,et-ga-an-ga-gh-75
ET-GA-AN-GA-GH-97,1284.0,,et-ga-an-ga-gh-97
ET-GA-AN-GA-GH-76,1285.0,,et-ga-an-ga-gh-76
ET-GA-AN-GA-GH-56,1286.0,,et-ga-an-ga-gh-56
ET-GA-AN-GA-GH-82,1287.0,,et-ga-an-ga-gh-82
ET-GA-AN-GA-GH-82,1288.0,,et-ga-an-ga-gh-82
ET-GA-AN-GA-GH-74,1289.0,,et-ga-an-ga-gh-74
ET-GA-AN-GA-GH-64,1290.0,,et-ga-an-ga-gh-64
ET-GA-AN-GA-GH-83,1291.0,,et-ga-an-ga-gh-83
ET-GA-AN-GA-GH-73,1292.0,,et-ga-an-ga-gh-73
ET-GA-AN-GA-GH-113,1293.0,,et-ga-an-ga-gh-113
ET-GA-AN-GA-GH-104,1294.0,,et-ga-an-ga-gh-104
ET-GA-AN-GA-GH-113,1295.0,,et-ga-an-ga-gh-113
ET-GA-AN-GA-GH-92,1296.0,,et-ga-an-ga-gh-92
ET-GA-AN-GA-GH-65,1297.0,,et-ga-an-ga-gh-65
ET-GA-AN-GA-GH-74,1298.0,,et-ga-an-ga-gh-74
ET-GA-AN-GA-GH-81,1299.0,,et-ga-an-ga-gh-81
ET-GA-AN-GA-GH-80,1300.0,,et-ga-an-ga-gh-80
ET-GA-AN-GA-GH-76,1301.0,,et-ga-an-ga-gh-76
ET-GA-AN-GA-GH-56,1302.0,,et-ga-an-ga-gh-56
ET-GA-AN-GA-GH-66,1303.0,,et-ga-an-ga-gh-66
ET-GA-AN-GA-GH-111,1304.0,,et-ga-an-ga-gh-111
ET-GA-AN-GA-GH-75,1305.0,,et-ga-an-ga-gh-75
ET-GA-AN-GA-GH-73,1306.0,,et-ga-an-ga-gh-73
ET-GA-AN-GA-GH-108,1307.0,,et-ga-an-ga-gh-108
ET-GA-AN-GA-GH-65,1308.0,,et-ga-an-ga-gh-65
ET-GA-AN-GA-GH-107,1309.0,,et-ga-an-ga-gh-107
ET-GA-AN-GA-GH-63,1310.0,,et-ga-an-ga-gh-63
ET-GA-AN-GA-GH-109,1311.0,,et-ga-an-ga-gh-109
ET-GA-AN-GA-GH-70,1312.0,,et-ga-an-ga-gh-70
ET-GA-AN-GA-GH-72,1313.0,,et-ga-an-ga-gh-72
ET-GA-AN-GA-GH-105,1314.0,,et-ga-an-ga-gh-105
ET-GA-AN-GA-GH-68,1315.0,,et-ga-an-ga-gh-68
ET-GA-AN-GA-GH-68,1316.0,,et-ga-an-ga-gh-68
ET-GA-AN-GA-GH-55,1317.0,,et-ga-an-ga-gh-55
ET-GA-AN-GA-GH-106,1318.0,,et-ga-an-ga-gh-106
ET-GA-AN-GA-GH-114,1319.0,,et-ga-an-ga-gh-114
ET-GA-AN-GA-GH-105,1320.0,,et-ga-an-ga-gh-105
ET-GA-AN-GA-GH-67,1321.0,,et-ga-an-ga-gh-67
ET-GA-AN-GA-GH-60,1322.0,,et-ga-an-ga-gh-60
ET-GA-AN-GA-GH-66,1323.0,,et-ga-an-ga-gh-66
ET-GA-AN-GA-GH-104,1324.0,,et-ga-an-ga-gh-104
ET-GA-AN-GA-GH-101,1325.0,,et-ga-an-ga-gh-101
ET-GA-AN-GA-GH-62,1326.0,,et-ga-an-ga-gh-62
ET-GA-AN-GA-GH-114,1327.0,,et-ga-an-ga-gh-114
ET-GA-AN-GA-GH-103,1328.0,,et-ga-an-ga-gh-103
ET-GA-AN-GA-GH-64,1329.0,,et-ga-an-ga-gh-64
ET-GA-AN-GA-GH-59,1330.0,,et-ga-an-ga-gh-59
ET-GA-AN-GA-GH-100,1331.0,,et-ga-an-ga-gh-100
ET-GA-AN-GA-GH-109,1332.0,,et-ga-an-ga-gh-109
ET-GA-AN-GA-GH-112,1333.0,,et-ga-an-ga-gh-112
ET-GA-AN-GA-GH-69,1334.0,,et-ga-an-ga-gh-69
ET-GA-AN-GA-GH-??,1335.0,,et-ga-an-ga-gh-??
ET-GA-AN-GA-GH-107,1336.0,,et-ga-an-ga-gh-107
ET-GA-AN-GA-GH-72,1337.0,,et-ga-an-ga-gh-72
ET-GA-AN-GA-GH-71,1338.0,,et-ga-an-ga-gh-71
ET-GA-AN-GA-GH-106,1339.0,,et-ga-an-ga-gh-106
ET-GA-AN-GA-GH-102,1340.0,,et-ga-an-ga-gh-102
ET-GA-AN-GA-GH-62,1341.0,,et-ga-an-ga-gh-62
ET-GA-AN-GA-GH-??,1342.0,,et-ga-an-ga-gh-??
ET-GA-AN-GA-GH-102,1343.0,,et-ga-an-ga-gh-102
ET-GA-AN-GA-GH-111,1344.0,,et-ga-an-ga-gh-111
ET-OR-BA-GU-AT-ADH-43,1345.0,,et-or-ba-gu-at-adh-43
ET-OR-BA-GU-AT-ADH-56,1346.0,,et-or-ba-gu-at-adh-56
ET-OR-BA-GU-AT-ADH-49,1347.0,,et-or-ba-gu-at-adh-49
ET-OR-BA-GU-AT-ADH-46,1348.0,,et-or-ba-gu-at-adh-46
ET-OR-BA-GU-AT-ADH-48,1349.0,,et-or-ba-gu-at-adh-48
ET-OR-BA-GU-AT-ADH-21,1350.0,,et-or-ba-gu-at-adh-21
ET-GA-AN-GA-GH-55,1351.0,,et-ga-an-ga-gh-55
ET-GA-AN-GA-GH-69,1352.0,,et-ga-an-ga-gh-69
ET-OR-BA-GU-AT-ADH-65,1353.0,,et-or-ba-gu-at-adh-65
ET-OR-BA-GU-AT-ADH-56,1354.0,,et-or-ba-gu-at-adh-56
ET-OR-BA-GU-AT-ADH-62,1355.0,,et-or-ba-gu-at-adh-62
ET-OR-BA-GU-AT-ADH-52,1356.0,,et-or-ba-gu-at-adh-52
ET-OR-BA-GU-AT-ADH-60,1357.0,,et-or-ba-gu-at-adh-60
ET-OR-BA-GU-AT-ADH-26,1358.0,,et-or-ba-gu-at-adh-26
ET-GA-AN-GA-GH-63,1359.0,,et-ga-an-ga-gh-63
ET-GA-AN-GA-GH-57,1360.0,,et-ga-an-ga-gh-57
ET-OR-BA-GU-AT-ADH-38,1361.0,,et-or-ba-gu-at-adh-38
ET-OR-BA-GU-AT-ADH-61,1362.0,,et-or-ba-gu-at-adh-61
ET-OR-BA-GU-AT-ADH-64,1363.0,,et-or-ba-gu-at-adh-64
ET-OR-BA-GU-AT-ADH-58,1364.0,,et-or-ba-gu-at-adh-58
ET-OR-BA-GU-AT-ADH-61,1365.0,,et-or-ba-gu-at-adh-61
ET-OR-BA-GU-AT-ADH-50,1366.0,,et-or-ba-gu-at-adh-50
ET-GA-AN-GA-GH-18,1367.0,,et-ga-an-ga-gh-18
ET-GA-AN-GA-GH-20,1368.0,,et-ga-an-ga-gh-20
ET-OR-BA-GU-AT-ADH-65,1369.0,,et-or-ba-gu-at-adh-65
ET-OR-BA-GU-AT-ADH-64,1370.0,,et-or-ba-gu-at-adh-64
ET-OR-BA-GU-AT-ADH-22,1371.0,,et-or-ba-gu-at-adh-22
ET-OR-BA-GU-AT-ADH-47,1372.0,,et-or-ba-gu-at-adh-47
ET-OR-BA-GU-AT-ADH-47,1373.0,,et-or-ba-gu-at-adh-47
ET-OR-BA-GU-AT-ADH-55,1374.0,,et-or-ba-gu-at-adh-55
ET-GA-AN-GA-GH-59,1375.0,,et-ga-an-ga-gh-59
ET-GA-AN-GA-GH-22,1376.0,,et-ga-an-ga-gh-22
ET-OR-BA-GU-AT-ADH-25,1377.0,,et-or-ba-gu-at-adh-25
ET-OR-BA-GU-AT-ADH-66,1378.0,,et-or-ba-gu-at-adh-66
ET-OR-BA-GU-AT-ADH-57,1379.0,,et-or-ba-gu-at-adh-57
ET-OR-BA-GU-AT-ADH-52,1380.0,,et-or-ba-gu-at-adh-52
ET-OR-BA-GU-AT-ADH-53,1381.0,,et-or-ba-gu-at-adh-53
ET-OR-BA-GU-AT-ADH-41,1382.0,,et-or-ba-gu-at-adh-41
ET-GA-AN-GA-GH-70,1383.0,,et-ga-an-ga-gh-70
ET-GA-AN-GA-GH-57,1384.0,,et-ga-an-ga-gh-57
ET-OR-BA-GU-AT-ADH-25,1385.0,,et-or-ba-gu-at-adh-25
ET-OR-BA-GU-AT-ADH-63,1386.0,,et-or-ba-gu-at-adh-63
ET-OR-BA-GU-AT-ADH-51,1387.0,,et-or-ba-gu-at-adh-51
ET-OR-BA-GU-AT-ADH-53,1388.0,,et-or-ba-gu-at-adh-53
ET-OR-BA-GU-AT-ADH-50,1389.0,,et-or-ba-gu-at-adh-50
ET-OR-BA-GU-AT-ADH-60,1390.0,,et-or-ba-gu-at-adh-60
ET-OR-BA-GU-AT-ADH-103,1391.0,,et-or-ba-gu-at-adh-103
ET-OR-BA-GU-AT-ADH-71,1392.0,,et-or-ba-gu-at-adh-71
ET-OR-BA-GU-AT-ADH-35,1393.0,,et-or-ba-gu-at-adh-35
ET-OR-BA-GU-AT-ADH-48,1394.0,,et-or-ba-gu-at-adh-48
ET-OR-BA-GU-AT-ADH-67,1395.0,,et-or-ba-gu-at-adh-67
ET-OR-BA-GU-AT-ADH-51,1396.0,,et-or-ba-gu-at-adh-51
ET-OR-BA-GU-AT-ADH-62,1397.0,,et-or-ba-gu-at-adh-62
ET-OR-BA-GU-AT-ADH-23,1398.0,,et-or-ba-gu-at-adh-23
ET-GA-AN-GA-GH-36,1399.0,,et-ga-an-ga-gh-36
ET-GA-AN-GA-GH-112,1400.0,,et-ga-an-ga-gh-112
ET-OR-BA-GU-AT-ADH-54,1401.0,,et-or-ba-gu-at-adh-54
ET-OR-BA-GU-AT-ADH-67,1402.0,,et-or-ba-gu-at-adh-67
ET-OR-BA-GU-AT-ADH-46,1403.0,,et-or-ba-gu-at-adh-46
ET-OR-BA-GU-AT-ADH-49,1404.0,,et-or-ba-gu-at-adh-49
ET-OR-BA-GU-AT-ADH-57,1405.0,,et-or-ba-gu-at-adh-57
ET-OR-BA-GU-AT-ADH-39,1406.0,,et-or-ba-gu-at-adh-39
ET-GA-AN-GA-GH-26,1407.0,,et-ga-an-ga-gh-26
ET-GA-AN-GA-GH-108,1408.0,,et-ga-an-ga-gh-108
ET-OR-GU-AT-ADH-3,1409.0,,et-or-gu-at-adh-3
ET-OR-GU-AT-ADH-3,1410.0,,et-or-gu-at-adh-3
ET-OR-GU-AT-ADH-20,1411.0,,et-or-gu-at-adh-20
ET-OR-GU-AT-ADH-15,1412.0,,et-or-gu-at-adh-15
ET-OR-GU-AT-ADH-20,1413.0,,et-or-gu-at-adh-20
ET-OR-GU-AT-ADH-15,1414.0,,et-or-gu-at-adh-15
ET-OR-GU-AT-ADH-5,1415.0,,et-or-gu-at-adh-5
ET-OR-GU-AT-ADH-10,1416.0,,et-or-gu-at-adh-10
ET-OR-SWS-BE-TBH-56,1417.0,,et-or-sws-be-tbh-56
ET-OR-JI-SGH-2,1418.0,,et-or-ji-sgh-2
ET-OR-JI-SGH-7,1419.0,,et-or-ji-sgh-7
ET-OR-JI-SGH-9,1420.0,,et-or-ji-sgh-9
ET-SN-WO-SO-SH-011,1421.0,,et-sn-wo-so-sh-011
ET-SN-WO-SO-SH-92,1422.0,,et-sn-wo-so-sh-92
ET-SN-WO-SO-SH-024,1423.0,,et-sn-wo-so-sh-024
ET-SN-WO-SO-SH-022,1424.0,,et-sn-wo-so-sh-022
ET-OR=SWS-BE-TBH-58,1425.0,,et-or=sws-be-tbh-58
ET-OR-JI-SGH-7,1426.0,,et-or-ji-sgh-7
ET-OR-JI-SGH-5,1427.0,,et-or-ji-sgh-5
ET-OR-JI-SGH-11,1428.0,,et-or-ji-sgh-11
ET-SN-WO-SO-SH-014,1429.0,,et-sn-wo-so-sh-014
ET-SN-WO-SO-SH-002,1430.0,,et-sn-wo-so-sh-002
ET-SN-WO-SO-SH-003,1431.0,,et-sn-wo-so-sh-003
ET-SN-WO-SO-SH-015,1432.0,,et-sn-wo-so-sh-015
ET-OR-SWS-BE-TBH-55,1433.0,,et-or-sws-be-tbh-55
ET-OR-JI-SGH-9,1434.0,,et-or-ji-sgh-9
ET-OR-JI-SGH-8,1435.0,,et-or-ji-sgh-8
ET-OR-JI-SGH-6,1436.0,,et-or-ji-sgh-6
ET-OR-JI-SGH-4,1437.0,,et-or-ji-sgh-4
ET-SN-WO-SO-SH-61,1438.0,,et-sn-wo-so-sh-61
ET-SN-WO-SO-SH-54,1439.0,,et-sn-wo-so-sh-54
ET-SN-WO-SO-SH-53,1440.0,,et-sn-wo-so-sh-53
ET-OR-SWS-BE-TBH-63,1441.0,,et-or-sws-be-tbh-63
ET-OR-JI-SGH-14,1442.0,,et-or-ji-sgh-14
ET-OR-JI-SGH-2,1443.0,,et-or-ji-sgh-2
ET-OR-JI-SGH-13,1444.0,,et-or-ji-sgh-13
ET-OR-JI-SGH-12,1445.0,,et-or-ji-sgh-12
ET-OR-JI-SGH-10,1446.0,,et-or-ji-sgh-10
ET-OR-JI-SGH-1,1447.0,,et-or-ji-sgh-1
ET-OR-JI-SGH-6,1448.0,,et-or-ji-sgh-6
ET-OR-JI-SGH-3,1449.0,,et-or-ji-sgh-3
ET-OR-JI-SGH-10,1450.0,,et-or-ji-sgh-10
ET-GA-AN-GA-GH-21,1451.0,,et-ga-an-ga-gh-21
ET-GA-AN-GA-GH-26,1452.0,,et-ga-an-ga-gh-26
ET-GA-AN-GA-GH-22,1453.0,,et-ga-an-ga-gh-22
ET-GA-AN-GA-GH-110,1454.0,,et-ga-an-ga-gh-110
ET-GA-AN-GA-GH-58,1455.0,,et-ga-an-ga-gh-58
ET-GA-AN-GA-GH-25,1456.0,,et-ga-an-ga-gh-25
ET-GA-AN-GA-GH-17,1457.0,,et-ga-an-ga-gh-17
ET-GA-AN-GA-GH-26,1458.0,,et-ga-an-ga-gh-26
ET-GA-AN-GA-GH-20,1459.0,,et-ga-an-ga-gh-20
ET-GA-AN-GA-GH-19,1460.0,,et-ga-an-ga-gh-19
ET-GA-AN-GA-GH-21,1461.0,,et-ga-an-ga-gh-21
ET-GA-AN-GA-GH-??,1462.0,,et-ga-an-ga-gh-??
ET-GA-AN-GA-GH-25,1463.0,,et-ga-an-ga-gh-25
ET-GA-AN-GA-GH-110,1464.0,,et-ga-an-ga-gh-110
ET-GA-AN-GA-GH-17,1465.0,,et-ga-an-ga-gh-17
ET-GA-AN-GA-GH-16,1466.0,,et-ga-an-ga-gh-16
ET-GA-AN-GA-GH-23,1467.0,,et-ga-an-ga-gh-23
ET-GA-AN-GA-GH-24,1468.0,,et-ga-an-ga-gh-24
ET-GA-AN-GA-GH-16,1469.0,,et-ga-an-ga-gh-16
ET-GA-AN-GA-GH-58,1470.0,,et-ga-an-ga-gh-58
ET-GA-AN-GA-GH-24,1471.0,,et-ga-an-ga-gh-24
ET-GA-AN-GA-GH-23,1472.0,,et-ga-an-ga-gh-23
ET-SN-WO-SO-SH-74,1473.0,,et-sn-wo-so-sh-74
ET-SN-WO-SO-SH-75,1474.0,,et-sn-wo-so-sh-75
ET-SN-WO-SO-SH-70,1475.0,,et-sn-wo-so-sh-70
ET-SN-WO-SO-SH-69,1476.0,,et-sn-wo-so-sh-69
ET-SN-WO-SO-SH-58,1477.0,,et-sn-wo-so-sh-58
ET-SN-WO-SO-SH-52,1478.0,,et-sn-wo-so-sh-52
ET-SN-WO-SO-SH-35,1479.0,,et-sn-wo-so-sh-35
ET-SN-SI-YE-YH-82,1480.0,,et-sn-si-ye-yh-82
ET-SN-WO-SO-SH-50,1481.0,,et-sn-wo-so-sh-50
ET-SN-WO-SO-SH-52,1482.0,,et-sn-wo-so-sh-52
ET-SN-WO-SO-SH-51,1483.0,,et-sn-wo-so-sh-51
ET-SN-WO-SO-SH-56,1484.0,,et-sn-wo-so-sh-56
ET-SN-WO-SO-SH-60,1485.0,,et-sn-wo-so-sh-60
ET-SN-WO-SO-SH-60,1486.0,,et-sn-wo-so-sh-60
ET-SN-WO-SO-SH-030,1487.0,,et-sn-wo-so-sh-030
ET-SN-WO-SO-SH-029,1488.0,,et-sn-wo-so-sh-029
ET-SN-WO-SO-SH-55,1489.0,,et-sn-wo-so-sh-55
ET-SN-WO-SO-SH-53,1490.0,,et-sn-wo-so-sh-53
ET-SN-WO-SO-SH-49,1491.0,,et-sn-wo-so-sh-49
ET-SN-WO-SO-SH-56,1492.0,,et-sn-wo-so-sh-56
ET-SN-WO-SO-SH-70,1493.0,,et-sn-wo-so-sh-70
ET-SN-WO-SO-SH-69,1494.0,,et-sn-wo-so-sh-69
ET-SN-WO-SO-SH-57,1495.0,,et-sn-wo-so-sh-57
